Year,City,Population 25 years and over - Less than 9th grade,Percent Population 25 years and over - Less than 9th grade,Population 25 years and over - 9th to12th (No Diploma),Percent Population 25 years and over - 9th to12th (No Diploma),Population 25 years and over - High School Graduate (and equivalent),Percent Population 25 years and over - High School Graduate (and equivalent),"Population 25 years and over - Some college, no degree","Percent Population 25 years and over - Some college, no degree",Population 25 years and over - Associate's degree,Percent Population 25 years and over - Associate's degree,Population 25 years and over - Bachelor's degree,Percent Population 25 years and over - Bachelor's degree,Population 25 years and over - Graduate or Prefessional Degree,Percent Population 25 years and over - Graduate or Prefessional Degree,Total population,Under 5 years,Percent Under 5 years,5 to 9 years,Percent 5 to 9 years,10 to 14 years,Percent 10 to 14 years,15 to 19 years,Percent 15 to 19 years,20 to 24 years,Percent 20 to 24 years,25 to 34 years,Percent 25 to 34 years,35 to 44 years,Percent 35 to 44 years,45 to 54 years,Percent 45 to 54 years,55 to 59 years,Percent 55 to 59 years,60 to 64 years,Percent 60 to 64 years,65 to 74 years,Percent 65 to 74 years,75 to 84 years,Percent 75 to 84 years,85 years and over,Percent 85 years and over,Violent Crimes Sum,Unemployment Rate,Income,House price mean,% All Families,Total,Total Occupied,Renter occupied,Crime_Rate_per_100k,Percent Home Occupied,Percent Renter Occupied,Percent 25+,Percent 14-,Percent 15 to 24,Percent Uneducated,Percent Higher Education,Sum Uneducated,Sum Higher Education
2014,Downey,10262,13.1,8542,10.9,20009,25.6,15746,20.1,5329,6.8,12328,15.8,5937,7.6,114168.0,6225.0,5.5,7345.0,6.4,7971.0,7.0,6575.0,5.8,7899.0,6.9,17482.0,15.3,16917.0,14.8,16693.0,14.6,8600.0,7.5,5842.0,5.1,6734.0,5.9,3962.0,3.5,1923.0,1.7,281.0,8.0,34629.0,434946.2,11.0,34629.0,16739.0,17890.0,246.12851236773878,48.338098125848276,51.66190187415173,66.7,18.9,12.7,24.0,30.2,18804,23594
2014,Fairfield,7911,10.9,5465,7.5,15351,21.1,21394,29.4,6030,8.3,12585,17.3,4075,5.6,111139.0,6971.0,6.3,8952.0,8.1,7453.0,6.7,6315.0,5.7,8637.0,7.8,15911.0,14.3,14039.0,12.6,16974.0,15.3,6107.0,5.5,6591.0,5.9,7483.0,6.7,3906.0,3.5,1800.0,1.6,519.0,10.0,35360.0,316326.3,9.4,35360.0,20150.0,15210.0,466.98278732038256,56.98529411764706,43.01470588235294,63.800000000000004,21.099999999999998,13.5,18.4,31.2,13376,22690
2014,Hesperia,4863,9.3,7442,14.2,15479,29.6,15664,30.0,4514,8.6,2829,5.4,1437,2.8,92744.0,8456.0,9.1,7962.0,8.6,7865.0,8.5,8760.0,9.4,7473.0,8.1,11756.0,12.7,9592.0,10.3,11354.0,12.2,6133.0,6.6,4973.0,5.4,5241.0,5.7,2112.0,2.3,1067.0,1.2,296.0,12.7,26853.0,176559.7,15.9,26853.0,17650.0,9203.0,319.15811265418785,65.72822403455852,34.27177596544148,55.2,26.2,17.5,23.5,16.799999999999997,12305,8780
2014,Indio,6716,12.8,8034,15.3,15422,29.4,11115,21.2,3783,7.2,4772,9.1,2688,5.1,85639.0,8176.0,9.5,6287.0,7.3,6652.0,7.8,6357.0,7.4,5637.0,6.6,11118.0,13.0,11804.0,13.8,10102.0,11.8,3585.0,4.2,3839.0,4.5,7873.0,9.2,3059.0,3.6,1150.0,1.3,466.0,11.5,27184.0,243332.1,16.4,27184.0,17879.0,9305.0,544.1446070131599,65.77030606238964,34.229693937610364,60.1,24.6,14.0,28.1,21.4,14750,11243
2014,Jurupa Valley,9553,16.7,9044,15.8,14035,24.5,16142,28.1,2879,5.0,4098,7.1,1616,2.8,98843.0,7843.0,7.9,9846.0,10.0,8065.0,8.2,7781.0,7.9,7941.0,8.0,13530.0,13.7,13443.0,13.6,12185.0,12.3,5945.0,6.0,3685.0,3.7,5146.0,5.2,2383.0,2.4,1050.0,1.1,287.0,11.1,23734.0,286844.6,14.3,23734.0,15551.0,8183.0,290.35945893993505,65.52203589786804,34.47796410213196,56.9,26.099999999999998,15.9,32.5,14.899999999999999,18597,8593
2014,Lake Forest,2988,5.6,2294,4.3,8402,15.8,13057,24.6,4266,8.0,14284,26.9,7882,14.8,80125.0,4765.0,5.9,4308.0,5.4,5836.0,7.3,5797.0,7.2,6246.0,7.8,12819.0,16.0,8659.0,10.8,13664.0,17.1,5478.0,6.8,3997.0,5.0,5107.0,6.4,2459.0,3.1,990.0,1.2,104.0,5.6,25428.0,560043.0,3.5,25428.0,18149.0,7279.0,129.7971918876755,71.37407582192859,28.625924178071415,65.2,18.6,15.0,9.899999999999999,49.7,5282,26432
2014,Lakewood,3125,5.6,3702,6.7,12462,22.4,16228,29.2,5659,10.2,9874,17.8,4509,8.1,81641.0,4313.0,5.3,4007.0,4.9,5310.0,6.5,5663.0,6.9,6789.0,8.3,11095.0,13.6,11248.0,13.8,11566.0,14.2,6584.0,8.1,4734.0,5.8,6493.0,8.0,3098.0,3.8,741.0,0.9,202.0,6.8,25755.0,436102.2,2.6,25755.0,18528.0,7227.0,247.4247008243407,71.93942923704135,28.060570762958648,67.3,16.7,15.200000000000001,12.3,36.099999999999994,6827,20042
2014,Livermore,2925,4.9,3262,5.5,10420,17.4,14382,24.1,5872,9.8,13538,22.7,9319,15.6,86856.0,5268.0,6.1,4898.0,5.6,5855.0,6.7,6074.0,7.0,5043.0,5.8,10909.0,12.6,11242.0,12.9,14208.0,16.4,7565.0,8.7,4651.0,5.4,7047.0,8.1,2849.0,3.3,1247.0,1.4,236.0,6.4,30976.0,606189.7,2.2,30976.0,20580.0,10396.0,271.7141015013355,66.43853305785123,33.56146694214876,67.39999999999999,18.4,12.8,10.4,48.099999999999994,6187,28729
2014,Manteca,2614,5.6,5871,12.5,15555,33.1,12499,26.6,3434,7.3,5778,12.3,1233,2.6,73477.0,6640.0,9.0,4414.0,6.0,5210.0,7.1,5304.0,7.2,4925.0,6.7,9803.0,13.3,10222.0,13.9,10045.0,13.7,4107.0,5.6,3574.0,4.9,5901.0,8.0,2619.0,3.6,713.0,1.0,176.0,10.4,23295.0,289752.3,9.6,23295.0,14242.0,9053.0,239.53073750969693,61.13758317235458,38.86241682764542,63.00000000000001,22.1,13.9,18.1,22.2,8485,10445
2014,Milpitas,3942,7.6,3286,6.3,8288,15.9,9260,17.7,5279,10.1,13422,25.7,8731,16.7,73679.0,4350.0,5.9,4365.0,5.9,5120.0,6.9,4112.0,5.6,3524.0,4.8,12386.0,16.8,12113.0,16.4,10039.0,13.6,6072.0,8.2,4076.0,5.5,4237.0,5.8,2701.0,3.7,584.0,0.8,112.0,6.8,21145.0,671396.6,4.6,21145.0,13707.0,7438.0,152.01074933155988,64.8238354220856,35.1761645779144,70.0,18.700000000000003,10.399999999999999,13.899999999999999,52.5,7228,27432
2014,Mission Viejo,2308,3.3,2717,3.9,13350,19.1,16548,23.7,4887,7.0,21269,30.5,8715,12.5,97231.0,5500.0,5.7,4389.0,4.5,4813.0,5.0,6746.0,6.9,5989.0,6.2,10895.0,11.2,11944.0,12.3,17279.0,17.8,8577.0,8.8,5216.0,5.4,7886.0,8.1,5231.0,5.4,2766.0,2.8,71.0,6.1,32761.0,586770.3,1.9,32761.0,25716.0,7045.0,73.02197858707615,78.49577241231952,21.504227587680475,69.0,15.2,13.100000000000001,7.199999999999999,50.0,5025,34871
2014,Murrieta,1402,2.1,4763,7.3,13525,20.7,21363,32.6,6018,9.2,11240,17.2,7127,10.9,108371.0,7684.0,7.1,9734.0,9.0,8814.0,8.1,8673.0,8.0,8028.0,7.4,13979.0,12.9,15950.0,14.7,14629.0,13.5,5910.0,5.5,4327.0,4.0,4897.0,4.5,4314.0,4.0,1432.0,1.3,68.0,11.6,32617.0,340372.2,6.5,32617.0,21553.0,11064.0,62.747413976063704,66.07903853818561,33.92096146181439,59.1,24.200000000000003,15.4,9.4,37.3,6165,24385
2014,Napa,7174,13.3,3882,7.2,11047,20.4,10731,19.8,4221,7.8,10846,20.0,6222,11.5,80009.0,4631.0,5.8,3905.0,4.9,6277.0,7.8,5291.0,6.6,5782.0,7.2,10614.0,13.3,10346.0,12.9,11485.0,14.4,4957.0,6.2,5588.0,7.0,6218.0,7.8,2786.0,3.5,2129.0,2.7,249.0,4.3,29117.0,500507.5,5.3,29117.0,16738.0,12379.0,311.21498831381473,57.4853178555483,42.51468214445169,65.1,18.5,13.8,20.5,39.3,11056,21289
2014,Pittsburg,3930,9.0,3370,7.7,13038,29.9,11748,26.9,4045,9.3,5675,13.0,1829,4.2,68122.0,5234.0,7.7,5351.0,7.9,3965.0,5.8,4241.0,6.2,5696.0,8.4,9680.0,14.2,9875.0,14.5,8549.0,12.5,4697.0,6.9,3353.0,4.9,4516.0,6.6,1868.0,2.7,1097.0,1.6,175.0,10.7,20071.0,271865.3,11.1,20071.0,12407.0,7664.0,256.89204662223653,61.815554780529126,38.18444521947088,62.300000000000004,21.400000000000002,14.600000000000001,16.7,26.5,7300,11549
2014,Rancho Cordova,2537,5.6,2206,4.9,10258,22.6,12958,28.5,5274,11.6,8959,19.7,3267,7.2,69727.0,4143.0,5.9,4429.0,6.4,5493.0,7.9,3859.0,5.5,6344.0,9.1,10532.0,15.1,9961.0,14.3,8943.0,12.8,4219.0,6.1,3509.0,5.0,5049.0,7.2,2362.0,3.4,884.0,1.3,305.0,9.5,24395.0,267307.0,11.4,24395.0,13104.0,11291.0,437.4202245901874,53.71592539454806,46.284074605451934,63.900000000000006,20.200000000000003,14.6,10.5,38.5,4743,17500
2014,Redding,1413,2.3,4091,6.7,13632,22.3,18394,30.1,7759,12.7,10119,16.6,5698,9.3,91588.0,5341.0,5.8,6476.0,7.1,5457.0,6.0,6512.0,7.1,6696.0,7.3,12159.0,13.3,10540.0,11.5,10538.0,11.5,4928.0,5.4,6179.0,6.7,8990.0,9.8,4837.0,5.3,2935.0,3.2,610.0,7.6,33424.0,215869.7,7.1,33424.0,16776.0,16648.0,666.0261169585535,50.19147917663954,49.80852082336046,63.5,18.9,14.399999999999999,9.0,38.6,5504,23576
2014,Redlands,1383,3.2,3025,7.1,11439,26.8,8772,20.6,3787,8.9,7519,17.6,6737,15.8,70618.0,4809.0,6.8,4796.0,6.8,5252.0,7.4,6534.0,9.3,6565.0,9.3,10161.0,14.4,8485.0,12.0,7805.0,11.1,4002.0,5.7,3341.0,4.7,4860.0,6.9,2985.0,4.2,1023.0,1.4,147.0,6.6,21806.0,309705.6,11.1,21806.0,11844.0,9962.0,208.16222492848848,54.315326057048516,45.684673942951484,59.00000000000001,21.0,18.6,10.3,42.300000000000004,4408,18043
2014,Rialto,9278,15.8,9674,16.5,16783,28.6,12569,21.4,3584,6.1,5085,8.7,1675,2.9,102740.0,8316.0,8.1,7576.0,7.4,8363.0,8.1,9577.0,9.3,10260.0,10.0,14993.0,14.6,14071.0,13.7,11749.0,11.4,5018.0,4.9,4182.0,4.1,5218.0,5.1,2282.0,2.2,1135.0,1.1,328.0,16.4,25834.0,239923.0,18.2,25834.0,16003.0,9831.0,319.25248199338137,61.94549818069211,38.05450181930789,56.0,23.6,19.3,32.3,17.7,18952,10344
2014,San Leandro,6841,10.8,3819,6.0,17275,27.3,12084,19.1,5279,8.3,12636,20.0,5396,8.5,89347.0,4300.0,4.8,5072.0,5.7,4879.0,5.5,4855.0,5.4,6911.0,7.7,13730.0,15.4,11819.0,13.2,13300.0,14.9,5557.0,6.2,6149.0,6.9,6910.0,7.7,3090.0,3.5,2775.0,3.1,369.0,5.4,33134.0,438135.2,7.0,33134.0,17078.0,16056.0,412.99651918922854,51.54222249049315,48.45777750950685,67.8,16.0,13.100000000000001,16.8,36.8,10660,23311
2014,San Marcos,5492,9.5,4208,7.2,9874,17.0,11500,19.8,7834,13.5,12665,21.8,6470,11.1,92910.0,7203.0,7.8,7584.0,8.2,6485.0,7.0,6102.0,6.6,7493.0,8.1,13952.0,15.0,13272.0,14.3,11348.0,12.2,4239.0,4.6,4079.0,4.4,6654.0,7.2,3269.0,3.5,1230.0,1.3,196.0,6.2,28337.0,470553.5,13.1,28337.0,16972.0,11365.0,210.95683995264233,59.89342555669266,40.10657444330734,61.2,23.0,14.7,16.7,46.4,9700,26969
2014,Temecula,3163,4.5,2802,4.0,14329,20.3,19129,27.1,7295,10.3,16250,23.0,7541,10.7,109446.0,7157.0,6.5,7804.0,7.1,8425.0,7.7,9173.0,8.4,6378.0,5.8,14664.0,13.4,14513.0,13.3,18056.0,16.5,6031.0,5.5,4806.0,4.4,7560.0,6.9,3788.0,3.5,1091.0,1.0,100.0,9.7,33643.0,380137.3,5.1,33643.0,22755.0,10888.0,91.3692597262577,67.63665547067741,32.36334452932259,63.5,21.3,14.2,8.5,44.0,5965,31086
2014,Turlock,5496,12.4,2710,6.1,10726,24.2,11777,26.6,3622,8.2,6820,15.4,3190,7.2,71246.0,4669.0,6.6,6046.0,8.5,4811.0,6.8,4891.0,6.9,6488.0,9.1,10289.0,14.4,9417.0,13.2,8348.0,11.7,3635.0,5.1,3300.0,4.6,5142.0,7.2,2705.0,3.8,1505.0,2.1,372.0,10.0,24667.0,238069.0,13.5,24667.0,12278.0,12389.0,522.1345759761952,49.775003040499456,50.224996959500544,60.0,21.9,16.0,18.5,30.8,8206,13632
2014,Union City,3362,6.3,2827,5.3,15569,29.0,11235,20.9,3088,5.7,11561,21.5,6110,11.4,73608.0,4645.0,6.3,3662.0,5.0,4029.0,5.5,3677.0,5.0,3843.0,5.2,12402.0,16.8,10516.0,14.3,10161.0,13.8,5669.0,7.7,3176.0,4.3,7087.0,9.6,2948.0,4.0,1793.0,2.4,207.0,6.0,20605.0,573007.6,8.9,20605.0,13030.0,7575.0,281.2194326703619,63.237078379034216,36.762921620965784,70.5,16.8,10.2,11.6,38.6,6189,20759
2014,Upland,1429,2.8,2306,4.5,13470,26.1,14036,27.1,4332,8.4,9667,18.7,6462,12.5,76039.0,4568.0,6.0,5164.0,6.8,5313.0,7.0,4270.0,5.6,5022.0,6.6,11324.0,14.9,10105.0,13.3,9165.0,12.1,6160.0,8.1,3507.0,4.6,6146.0,8.1,3981.0,5.2,1314.0,1.7,170.0,8.9,28151.0,431681.1,9.0,28151.0,14972.0,13179.0,223.56948408053762,53.18461155909204,46.81538844090796,66.30000000000001,19.8,12.2,7.3,39.6,3735,20461
2014,Vacaville,2777,4.3,5008,7.8,14934,23.3,20316,31.7,6488,10.1,10072,15.7,4594,7.2,95863.0,5547.0,5.8,5725.0,6.0,7483.0,7.8,6371.0,6.6,6548.0,6.8,14189.0,14.8,12336.0,12.9,14056.0,14.7,6921.0,7.2,5954.0,6.2,5993.0,6.3,3682.0,3.8,1058.0,1.1,268.0,8.2,32430.0,334590.8,5.8,32430.0,19320.0,13110.0,279.56563011798085,59.57446808510638,40.42553191489361,65.9,19.6,13.399999999999999,12.1,33.0,7785,21154
2014,West Covina,6585,9.0,6108,8.4,19117,26.2,14560,20.0,6542,9.0,14750,20.2,5299,7.3,108445.0,6426.0,5.9,6708.0,6.2,8016.0,7.4,7093.0,6.5,7241.0,6.7,14050.0,13.0,15357.0,14.2,13444.0,12.4,7690.0,7.1,6990.0,6.4,9510.0,8.8,3874.0,3.6,2046.0,1.9,225.0,9.1,30607.0,423645.4,8.9,30607.0,20612.0,9995.0,207.4784452948499,67.34407161760382,32.65592838239618,65.5,19.5,13.2,17.4,36.5,12693,26591
2014,Westminster,8667,12.9,6144,9.1,17122,25.4,14324,21.2,6181,9.2,11011,16.3,3979,5.9,92062.0,3609.0,3.9,3827.0,4.2,4443.0,4.8,6043.0,6.6,6712.0,7.3,12711.0,13.8,10826.0,11.8,14173.0,15.4,7176.0,7.8,6154.0,6.7,9005.0,9.8,5495.0,6.0,1888.0,2.1,194.0,5.9,28260.0,507961.0,16.0,28260.0,14199.0,14061.0,210.72755317068933,50.24416135881105,49.75583864118896,71.3,12.899999999999999,13.899999999999999,22.0,31.400000000000002,14811,21171
2014,Whittier,4784,8.6,4621,8.4,12353,22.3,15708,28.4,5076,9.2,7530,13.6,5243,9.5,87348.0,5220.0,6.0,7142.0,8.2,5372.0,6.2,7570.0,8.7,6729.0,7.7,11074.0,12.7,13376.0,15.3,11378.0,13.0,4819.0,5.5,3672.0,4.2,6046.0,6.9,3619.0,4.1,1331.0,1.5,239.0,6.8,26240.0,401235.5,8.3,26240.0,15243.0,10997.0,273.6181709941842,58.0907012195122,41.9092987804878,61.7,20.4,16.4,17.0,32.3,9405,17849
2014,Yuba City,4933,11.6,3906,9.2,11092,26.1,10346,24.3,4632,10.9,4742,11.2,2874,6.8,65775.0,4370.0,6.6,5506.0,8.4,3016.0,4.6,6261.0,9.5,4097.0,6.2,9836.0,15.0,9159.0,13.9,8383.0,12.7,3324.0,5.1,3233.0,4.9,4917.0,7.5,2961.0,4.5,712.0,1.1,223.0,13.8,22264.0,206869.6,8.6,22264.0,12558.0,9706.0,339.034587609274,56.40495867768595,43.595041322314046,63.599999999999994,19.6,15.7,20.799999999999997,28.9,8839,12248
2015,Alhambra,5402,8.3,4923,7.6,18760,28.8,9435,14.5,3932,6.0,14871,22.9,7725,11.9,85572.0,3829.0,4.5,3999.0,4.7,3335.0,3.9,3942.0,4.6,5419.0,6.3,15204.0,17.8,11826.0,13.8,12134.0,14.2,7603.0,8.9,5149.0,6.0,7685.0,9.0,3237.0,3.8,2210.0,2.6,168.0,4.1,29362.0,524186.5,11.8,29362.0,12184.0,17178.0,196.3259009956528,41.49581091206321,58.50418908793679,73.49999999999999,13.1,10.899999999999999,15.9,40.8,10325,26528
2015,Baldwin Park,11082,22.1,6156,12.3,15636,31.1,7172,14.3,3162,6.3,5410,10.8,1583,3.2,77056.0,4652.0,6.0,5862.0,7.6,5974.0,7.8,5272.0,6.8,5095.0,6.6,10741.0,13.9,9841.0,12.8,11277.0,14.6,4664.0,6.1,3685.0,4.8,6940.0,9.0,2120.0,2.8,933.0,1.2,299.0,4.5,18541.0,343992.4,14.4,18541.0,10092.0,8449.0,388.02948504983385,54.430721104579035,45.569278895420965,64.0,21.4,13.399999999999999,34.400000000000006,20.3,17238,10155
2015,Bellflower,5350,11.5,5960,12.8,12421,26.6,10068,21.6,3719,8.0,6879,14.7,2274,4.9,78434.0,6131.0,7.8,5717.0,7.3,5580.0,7.1,7734.0,9.9,6601.0,8.4,8944.0,11.4,11453.0,14.6,8511.0,10.9,5162.0,6.6,3545.0,4.5,5203.0,6.6,2818.0,3.6,1035.0,1.3,373.0,5.5,21729.0,391641.0,10.9,21729.0,8708.0,13021.0,475.55906877119617,40.075475171429886,59.924524828570114,58.2,22.2,18.3,24.3,27.6,11310,12872
2015,Buena Park,5133,9.3,5254,9.5,11149,20.2,12615,22.9,4009,7.3,13486,24.5,3510,6.4,83264.0,7218.0,8.7,6700.0,8.0,4473.0,5.4,4966.0,6.0,4751.0,5.7,12376.0,14.9,12149.0,14.6,11764.0,14.1,5119.0,6.1,3253.0,3.9,6562.0,7.9,2985.0,3.6,948.0,1.1,237.0,8.1,23264.0,466459.6,13.0,23264.0,12879.0,10385.0,284.6368178324366,55.36021320495186,44.63978679504814,65.1,22.1,11.7,18.8,38.199999999999996,10387,21005
2015,Carson,8217,12.4,5627,8.5,14770,22.3,14595,22.0,5321,8.0,13703,20.7,4037,6.1,93296.0,4131.0,4.4,4567.0,4.9,4786.0,5.1,6714.0,7.2,6828.0,7.3,13120.0,14.1,10622.0,11.4,14347.0,15.4,6989.0,7.5,5255.0,5.6,8455.0,9.1,5150.0,5.5,2332.0,2.5,433.0,5.8,24956.0,388057.1,6.4,24956.0,18807.0,6149.0,464.1142171154176,75.3606347171021,24.639365282897902,68.6,14.4,14.5,20.9,34.8,13844,23061
2015,Chino,5006,8.4,9899,16.5,14437,24.1,14737,24.6,5613,9.4,7122,11.9,3087,5.2,85599.0,5278.0,6.2,3934.0,4.6,4385.0,5.1,5166.0,6.0,6935.0,8.1,14759.0,17.2,13155.0,15.4,14265.0,16.7,6391.0,7.5,3335.0,3.9,4942.0,5.8,2012.0,2.4,1042.0,1.2,221.0,8.8,17610.0,414230.6,10.5,17610.0,10687.0,6923.0,258.18058622180166,60.68710959681999,39.31289040318001,68.9,15.9,14.1,24.9,26.5,14905,15822
2015,Chino Hills,2635,4.8,1520,2.8,8197,14.9,14926,27.1,4063,7.4,15596,28.3,8118,14.7,78313.0,3180.0,4.1,4408.0,5.6,5017.0,6.4,5542.0,7.1,5111.0,6.5,9430.0,12.0,10531.0,13.4,14082.0,18.0,6499.0,8.3,6052.0,7.7,4782.0,6.1,2543.0,3.2,1136.0,1.5,70.0,6.7,25659.0,550021.4,2.8,25659.0,19552.0,6107.0,89.38490416661345,76.19938423165361,23.80061576834639,68.7,16.1,13.6,7.6,50.4,4155,27777
2015,Citrus Heights,1668,2.8,3615,6.0,16617,27.7,18875,31.4,8215,13.7,8673,14.4,2383,4.0,87053.0,5621.0,6.5,5939.0,6.8,4288.0,4.9,4818.0,5.5,6341.0,7.3,13629.0,15.7,10107.0,11.6,11294.0,13.0,5361.0,6.2,5023.0,5.8,8257.0,9.5,4744.0,5.4,1631.0,1.9,385.0,8.6,34610.0,249217.4,8.4,34610.0,18581.0,16029.0,442.25931329190263,53.686795723779255,46.313204276220745,67.2,18.200000000000003,12.8,8.8,32.099999999999994,5283,19271
2015,Clovis,2439,3.5,3123,4.4,15211,21.6,20138,28.7,8426,12.0,12968,18.5,7956,11.3,104172.0,5251.0,5.0,6948.0,6.7,8533.0,8.2,6746.0,6.5,6433.0,6.2,14747.0,14.2,13249.0,12.7,13578.0,13.0,7560.0,7.3,5777.0,5.5,9571.0,9.2,4161.0,4.0,1618.0,1.6,239.0,6.1,37621.0,280025.9,9.9,37621.0,23159.0,14462.0,229.4282532734324,61.55870391536642,38.44129608463358,65.89999999999999,19.9,12.7,7.9,41.8,5562,29350
2015,Daly City,5774,7.3,4743,6.0,14572,18.4,18281,23.1,7692,9.7,22839,28.8,5391,6.8,106574.0,4854.0,4.6,4477.0,4.2,4350.0,4.1,4761.0,4.5,8840.0,8.3,18279.0,17.2,14927.0,14.0,16889.0,15.8,6568.0,6.2,7212.0,6.8,7884.0,7.4,5535.0,5.2,1998.0,1.9,234.0,7.2,32434.0,712662.3,5.9,32434.0,18296.0,14138.0,219.56574774335203,56.409940186224325,43.59005981377567,72.60000000000001,12.9,12.8,13.3,45.3,10517,35922
2015,Downey,8742,11.5,9705,12.7,16429,21.5,19173,25.1,6848,9.0,11479,15.1,3892,5.1,114211.0,5669.0,5.0,5492.0,4.8,8458.0,7.4,8143.0,7.1,10181.0,8.9,16222.0,14.2,16486.0,14.4,15603.0,13.7,8570.0,7.5,7229.0,6.3,6799.0,6.0,3367.0,2.9,1992.0,1.7,335.0,4.6,32932.0,460652.4,7.8,32932.0,17130.0,15802.0,293.31675582912334,52.016275962589575,47.98372403741042,65.0,17.200000000000003,16.0,24.2,29.2,18447,22219
2015,El Cajon,7170,10.9,4690,7.1,18985,28.8,17399,26.4,5121,7.8,8419,12.8,4245,6.4,103688.0,8604.0,8.3,7611.0,7.3,7054.0,6.8,6373.0,6.1,8017.0,7.7,16736.0,16.1,13737.0,13.2,14155.0,13.7,5191.0,5.0,5709.0,5.5,4699.0,4.5,4032.0,3.9,1770.0,1.7,360.0,11.3,32120.0,427277.6,19.1,32120.0,11940.0,20180.0,347.19543245119974,37.17310087173101,62.826899128268984,61.9,22.400000000000002,13.8,18.0,27.000000000000004,11860,17785
2015,Fairfield,4541,6.3,5076,7.0,17113,23.6,18970,26.2,7564,10.4,13333,18.4,5861,8.1,112972.0,7472.0,6.6,9309.0,8.2,8077.0,7.1,7885.0,7.0,7771.0,6.9,16630.0,14.7,14088.0,12.5,15973.0,14.1,7130.0,6.3,6018.0,5.3,7540.0,6.7,3817.0,3.4,1262.0,1.1,486.0,10.7,35392.0,346999.2,11.3,35392.0,19774.0,15618.0,430.19509258931413,55.87138336347197,44.12861663652803,62.99999999999999,21.9,13.9,13.3,36.9,9617,26758
2015,Indio,6601,11.8,6148,11.0,17100,30.5,13366,23.8,3339,5.9,6838,12.2,2745,4.9,87526.0,4764.0,5.4,6259.0,7.2,8116.0,9.3,6810.0,7.8,5440.0,6.2,11253.0,12.9,13264.0,15.2,9591.0,11.0,4515.0,5.2,3938.0,4.5,7965.0,9.1,4096.0,4.7,1515.0,1.7,585.0,6.7,28165.0,260877.2,10.6,28165.0,17227.0,10938.0,668.3728263601672,61.16456595064796,38.83543404935203,62.60000000000001,21.900000000000002,14.0,22.8,23.0,12749,12922
2015,Jurupa Valley,12090,19.6,7191,11.6,17295,28.0,13364,21.6,3988,6.5,5748,9.3,2102,3.4,100314.0,7118.0,7.1,6814.0,6.8,6739.0,6.7,8062.0,8.0,9803.0,9.8,13328.0,13.3,11305.0,11.3,14065.0,14.0,6160.0,6.1,5972.0,6.0,6809.0,6.8,2866.0,2.9,1273.0,1.3,260.0,11.6,25741.0,317046.7,13.8,25741.0,17552.0,8189.0,259.1861554718185,68.18693912435414,31.813060875645853,60.4,20.599999999999998,17.8,31.200000000000003,19.200000000000003,19281,11838
2015,Lake Forest,2601,4.5,1937,3.3,8832,15.1,12267,21.0,5739,9.8,16630,28.5,10419,17.8,82497.0,5312.0,6.4,5175.0,6.3,4583.0,5.6,4573.0,5.5,4429.0,5.4,11977.0,14.5,11134.0,13.5,13916.0,16.9,5935.0,7.2,4544.0,5.5,6703.0,8.1,3223.0,3.9,993.0,1.2,109.0,4.6,29726.0,581757.9,6.7,29726.0,19769.0,9957.0,132.1260167036377,66.50407051066406,33.495929489335936,69.60000000000001,18.299999999999997,10.9,7.8,56.099999999999994,4538,32788
2015,Lakewood,2866,5.1,2885,5.1,13690,24.1,13697,24.1,6225,11.0,12012,21.2,5377,9.5,81592.0,5073.0,6.2,4421.0,5.4,5032.0,6.2,5617.0,6.9,4697.0,5.8,9492.0,11.6,13193.0,16.2,13614.0,16.7,5626.0,6.9,4052.0,5.0,6548.0,8.0,3087.0,3.8,1140.0,1.4,222.0,5.6,26001.0,456703.4,4.5,26001.0,18153.0,7848.0,272.08549857829195,69.8165455174801,30.183454482519906,68.2,17.8,12.7,10.2,41.7,5751,23614
2015,Livermore,1689,2.8,2370,4.0,9697,16.2,13949,23.3,6766,11.3,16256,27.2,9013,15.1,88117.0,6237.0,7.1,5938.0,6.7,7203.0,8.2,4091.0,4.6,4908.0,5.6,13057.0,14.8,11576.0,13.1,12667.0,14.4,7042.0,8.0,5580.0,6.3,6002.0,6.8,2716.0,3.1,1100.0,1.2,233.0,2.2,30146.0,676348.5,3.3,30146.0,21523.0,8623.0,264.4211673116425,71.39587341604194,28.604126583958074,66.49999999999999,22.0,10.2,6.8,53.599999999999994,4059,32035
2015,Manteca,3195,6.7,4916,10.3,16174,33.8,11040,23.1,5809,12.1,4973,10.4,1713,3.6,75450.0,5542.0,7.3,5556.0,7.4,6029.0,8.0,5454.0,7.2,5049.0,6.7,9887.0,13.1,10336.0,13.7,11429.0,15.1,4905.0,6.5,3045.0,4.0,3772.0,5.0,3041.0,4.0,1405.0,1.9,213.0,14.8,23005.0,314373.1,12.0,23005.0,12237.0,10768.0,282.30616302186877,53.19278417735275,46.80721582264725,61.4,22.7,13.9,17.0,26.1,8111,12495
2015,Menifee,3442,6.1,4843,8.5,16216,28.6,17411,30.7,4845,8.5,5465,9.6,4453,7.9,87163.0,6589.0,7.6,7037.0,8.1,6112.0,7.0,6244.0,7.2,4506.0,5.2,10571.0,12.1,10338.0,11.9,10270.0,11.8,6100.0,7.0,4873.0,5.6,7552.0,8.7,5587.0,6.4,1384.0,1.6,125.0,7.6,28384.0,286774.3,11.1,28384.0,21116.0,7268.0,143.40947420350378,74.39402480270574,25.60597519729425,63.49999999999999,22.7,12.4,14.6,26.0,8285,14763
