Year,City,Total population,Under 5 years,Percent Under 5 years,5 to 9 years,Percent 5 to 9 years,10 to 14 years,Percent 10 to 14 years,15 to 19 years,Percent 15 to 19 years,20 to 24 years,Percent 20 to 24 years,25 to 34 years,Percent 25 to 34 years,35 to 44 years,Percent 35 to 44 years,45 to 54 years,Percent 45 to 54 years,55 to 59 years,Percent 55 to 59 years,60 to 64 years,Percent 60 to 64 years,65 to 74 years,Percent 65 to 74 years,75 to 84 years,Percent 75 to 84 years,85 years and over,Percent 85 years and over
2017,Burbank,"104,823","5,969",5.70%,"5,365",5.10%,"5,194",5.00%,"4,424",4.20%,"6,924",6.60%,"18,920",18.00%,"14,192",13.50%,"14,753",14.10%,"7,199",6.90%,"6,239",6.00%,"8,676",8.30%,"5,001",4.80%,"1,967",1.90%
2017,Camarillo,"67,849","3,029",4.50%,"2,725",4.00%,"5,684",8.40%,"3,123",4.60%,"6,117",9.00%,"5,703",8.40%,"8,749",12.90%,"9,546",14.10%,"4,947",7.30%,"4,598",6.80%,"7,180",10.60%,"3,284",4.80%,"3,164",4.70%
2017,Carlsbad,"115,326","6,429",5.60%,"6,413",5.60%,"7,743",6.70%,"7,738",6.70%,"4,751",4.10%,"9,045",7.80%,"14,711",12.80%,"19,921",17.30%,"9,659",8.40%,"7,341",6.40%,"11,524",10.00%,"6,970",6.00%,"3,081",2.70%
2017,Carmichael,"65,959","3,972",6.00%,"3,201",4.90%,"3,250",4.90%,"4,202",6.40%,"4,389",6.70%,"8,330",12.60%,"9,146",13.90%,"8,441",12.80%,"3,893",5.90%,"5,131",7.80%,"6,084",9.20%,"3,529",5.40%,"2,391",3.60%
2017,Carson,"92,736","5,073",5.50%,"5,481",5.90%,"6,157",6.60%,"5,081",5.50%,"7,983",8.60%,"10,960",11.80%,"12,019",13.00%,"11,517",12.40%,"5,822",6.30%,"5,985",6.50%,"8,738",9.40%,"5,639",6.10%,"2,281",2.50%
2017,Castro Valley,"62,103","5,005",8.10%,"3,390",5.50%,"2,151",3.50%,"2,498",4.00%,"2,920",4.70%,"9,304",15.00%,"9,309",15.00%,"7,848",12.60%,"4,081",6.60%,"4,900",7.90%,"6,111",9.80%,"2,976",4.80%,"1,610",2.60%
2017,Chico,"93,297","5,404",5.80%,"5,306",5.70%,"3,340",3.60%,"8,593",9.20%,"14,827",15.90%,"14,230",15.30%,"9,604",10.30%,"9,117",9.80%,"4,113",4.40%,"5,442",5.80%,"8,277",8.90%,"2,771",3.00%,"2,273",2.40%
2017,Chino,"89,798","4,139",4.60%,"4,608",5.10%,"6,388",7.10%,"5,877",6.50%,"5,475",6.10%,"14,396",16.00%,"14,206",15.80%,"13,309",14.80%,"5,733",6.40%,"4,763",5.30%,"7,187",8.00%,"2,961",3.30%,756,0.80%
2017,Chino Hills,"80,400","4,366",5.40%,"5,557",6.90%,"5,571",6.90%,"5,439",6.80%,"4,845",6.00%,"10,607",13.20%,"12,536",15.60%,"12,302",15.30%,"5,252",6.50%,"4,787",6.00%,"7,044",8.80%,"1,683",2.10%,411,0.50%
2017,Chula Vista,"270,450","17,491",6.50%,"16,807",6.20%,"21,097",7.80%,"21,321",7.90%,"20,187",7.50%,"36,774",13.60%,"39,184",14.50%,"32,866",12.20%,"18,337",6.80%,"14,270",5.30%,"19,171",7.10%,"9,412",3.50%,"3,533",1.30%
2017,Citrus Heights,"87,924","4,949",5.60%,"4,650",5.30%,"5,057",5.80%,"5,133",5.80%,"4,719",5.40%,"16,670",19.00%,"10,513",12.00%,"11,451",13.00%,"4,849",5.50%,"5,498",6.30%,"9,106",10.40%,"3,631",4.10%,"1,698",1.90%
2017,Clovis,"109,700","8,695",7.90%,"8,941",8.20%,"7,463",6.80%,"6,976",6.40%,"8,085",7.40%,"15,033",13.70%,"12,389",11.30%,"13,919",12.70%,"6,889",6.30%,"5,202",4.70%,"9,928",9.10%,"3,655",3.30%,"2,525",2.30%
2017,Compton,"97,626","6,704",6.90%,"8,130",8.30%,"9,993",10.20%,"7,141",7.30%,"8,153",8.40%,"13,719",14.10%,"13,600",13.90%,"13,268",13.60%,"4,855",5.00%,"4,638",4.80%,"3,476",3.60%,"3,084",3.20%,865,0.90%
2017,Concord,"129,778","9,228",7.10%,"8,899",6.90%,"6,857",5.30%,"4,947",3.80%,"7,256",5.60%,"18,853",14.50%,"18,115",14.00%,"16,421",12.70%,"8,288",6.40%,"8,601",6.60%,"13,241",10.20%,"5,873",4.50%,"3,199",2.50%
2017,Corona,"167,843","11,213",6.70%,"10,656",6.30%,"14,202",8.50%,"13,531",8.10%,"13,662",8.10%,"23,782",14.20%,"21,612",12.90%,"25,332",15.10%,"10,440",6.20%,"6,965",4.10%,"10,518",6.30%,"4,341",2.60%,"1,589",0.90%
2017,Costa Mesa,"113,821","6,383",5.60%,"5,556",4.90%,"7,548",6.60%,"6,089",5.30%,"8,340",7.30%,"23,947",21.00%,"15,664",13.80%,"16,760",14.70%,"6,455",5.70%,"3,837",3.40%,"7,887",6.90%,"3,796",3.30%,"1,559",1.40%
2017,Daly City,"107,091","5,047",4.70%,"4,836",4.50%,"6,237",5.80%,"5,887",5.50%,"8,184",7.60%,"19,271",18.00%,"15,065",14.10%,"11,125",10.40%,"7,226",6.70%,"6,997",6.50%,"10,383",9.70%,"4,548",4.20%,"2,285",2.10%
2017,Davis,"68,985","2,901",4.20%,"2,950",4.30%,"2,799",4.10%,"8,325",12.10%,"17,409",25.20%,"8,479",12.30%,"6,197",9.00%,"6,184",9.00%,"3,278",4.80%,"3,093",4.50%,"3,786",5.50%,"2,457",3.60%,"1,127",1.60%
2017,Downey,"113,089","7,792",6.90%,"6,601",5.80%,"8,820",7.80%,"6,324",5.60%,"7,432",6.60%,"20,363",18.00%,"13,002",11.50%,"13,982",12.40%,"7,788",6.90%,"7,230",6.40%,"8,318",7.40%,"3,036",2.70%,"2,401",2.10%
2017,East Los Angeles,"125,542","8,911",7.10%,"9,693",7.70%,"11,055",8.80%,"9,588",7.60%,"8,642",6.90%,"21,395",17.00%,"16,359",13.00%,"15,137",12.10%,"5,810",4.60%,"5,761",4.60%,"7,324",5.80%,"3,573",2.80%,"2,294",1.80%
2017,El Cajon,"103,906","8,815",8.50%,"7,337",7.10%,"6,609",6.40%,"6,014",5.80%,"6,756",6.50%,"20,181",19.40%,"12,497",12.00%,"10,780",10.40%,"6,801",6.50%,"5,550",5.30%,"6,232",6.00%,"3,972",3.80%,"2,362",2.30%
2017,Elk Grove,"171,831","9,948",5.80%,"11,590",6.70%,"11,829",6.90%,"13,636",7.90%,"10,536",6.10%,"23,347",13.60%,"20,593",12.00%,"25,146",14.60%,"10,683",6.20%,"11,058",6.40%,"14,047",8.20%,"6,641",3.90%,"2,777",1.60%
2017,El Monte,"116,110","7,295",6.30%,"5,890",5.10%,"9,137",7.90%,"7,065",6.10%,"10,328",8.90%,"18,675",16.10%,"14,806",12.80%,"15,697",13.50%,"6,613",5.70%,"6,408",5.50%,"8,010",6.90%,"4,467",3.80%,"1,719",1.50%
2017,Escondido,"151,979","11,833",7.80%,"8,954",5.90%,"9,998",6.60%,"10,876",7.20%,"10,438",6.90%,"26,624",17.50%,"18,426",12.10%,"20,600",13.60%,"8,729",5.70%,"8,334",5.50%,"9,674",6.40%,"4,694",3.10%,"2,799",1.80%
2017,Fairfield,"116,280","9,163",7.90%,"7,272",6.30%,"8,767",7.50%,"7,863",6.80%,"8,023",6.90%,"17,580",15.10%,"16,630",14.30%,"14,019",12.10%,"5,896",5.10%,"7,106",6.10%,"8,183",7.00%,"4,347",3.70%,"1,431",1.20%
2017,Florence-Graham,"68,095","6,989",10.30%,"5,990",8.80%,"6,021",8.80%,"4,856",7.10%,"6,142",9.00%,"11,660",17.10%,"8,977",13.20%,"7,482",11.00%,"3,506",5.10%,"2,562",3.80%,"2,480",3.60%,"1,118",1.60%,312,0.50%
2017,Folsom,"78,038","3,762",4.80%,"5,121",6.60%,"6,425",8.20%,"4,739",6.10%,"3,579",4.60%,"8,656",11.10%,"11,617",14.90%,"14,717",18.90%,"3,811",4.90%,"4,700",6.00%,"6,772",8.70%,"2,995",3.80%,"1,144",1.50%
2017,Fontana,"211,820","15,198",7.20%,"15,499",7.30%,"20,709",9.80%,"19,932",9.40%,"19,785",9.30%,"31,552",14.90%,"30,412",14.40%,"28,036",13.20%,"10,180",4.80%,"7,685",3.60%,"7,617",3.60%,"4,287",2.00%,928,0.40%
2017,Fremont,"234,954","14,584",6.20%,"17,263",7.30%,"15,368",6.50%,"11,557",4.90%,"11,533",4.90%,"38,088",16.20%,"37,683",16.00%,"34,557",14.70%,"12,835",5.50%,"12,389",5.30%,"16,908",7.20%,"8,326",3.50%,"3,863",1.60%
2017,Fresno,"527,422","43,436",8.20%,"42,117",8.00%,"41,966",8.00%,"35,509",6.70%,"42,756",8.10%,"85,267",16.20%,"67,477",12.80%,"55,783",10.60%,"24,641",4.70%,"28,321",5.40%,"34,684",6.60%,"16,720",3.20%,"8,745",1.70%
2017,Fullerton,"140,402","9,699",6.90%,"8,332",5.90%,"7,648",5.40%,"9,842",7.00%,"10,729",7.60%,"21,311",15.20%,"18,013",12.80%,"18,264",13.00%,"9,907",7.10%,"7,412",5.30%,"11,238",8.00%,"4,559",3.20%,"3,448",2.50%
2017,Garden Grove,"174,228","8,551",4.90%,"9,453",5.40%,"9,035",5.20%,"12,514",7.20%,"13,809",7.90%,"24,984",14.30%,"22,089",12.70%,"25,402",14.60%,"12,832",7.40%,"10,548",6.10%,"14,792",8.50%,"7,038",4.00%,"3,181",1.80%
2017,Glendale,"203,066","9,027",4.40%,"8,453",4.20%,"10,768",5.30%,"9,980",4.90%,"11,327",5.60%,"31,816",15.70%,"22,073",10.90%,"32,602",16.10%,"13,869",6.80%,"16,460",8.10%,"18,700",9.20%,"11,431",5.60%,"6,560",3.20%
2017,Hawthorne,"87,863","8,761",10.00%,"5,559",6.30%,"5,181",5.90%,"5,453",6.20%,"5,833",6.60%,"15,981",18.20%,"12,137",13.80%,"12,933",14.70%,"4,169",4.70%,"3,775",4.30%,"6,009",6.80%,"1,668",1.90%,404,0.50%
2017,Hayward,"160,485","9,621",6.00%,"10,738",6.70%,"9,121",5.70%,"11,011",6.90%,"11,460",7.10%,"28,416",17.70%,"21,285",13.30%,"23,638",14.70%,"10,030",6.20%,"7,532",4.70%,"10,379",6.50%,"5,053",3.10%,"2,201",1.40%
2017,Hemet,"85,153","5,324",6.30%,"5,439",6.40%,"6,655",7.80%,"6,471",7.60%,"4,831",5.70%,"9,745",11.40%,"8,440",9.90%,"8,790",10.30%,"4,698",5.50%,"6,608",7.80%,"8,860",10.40%,"6,862",8.10%,"2,430",2.90%
2017,Hesperia,"94,867","6,721",7.10%,"7,643",8.10%,"10,103",10.60%,"10,175",10.70%,"5,546",5.80%,"11,943",12.60%,"11,038",11.60%,"11,897",12.50%,"5,468",5.80%,"4,882",5.10%,"6,163",6.50%,"2,641",2.80%,647,0.70%
2017,Huntington Beach,"201,882","11,776",5.80%,"9,586",4.70%,"10,993",5.40%,"11,416",5.70%,"9,952",4.90%,"27,485",13.60%,"24,968",12.40%,"29,955",14.80%,"15,881",7.90%,"12,514",6.20%,"19,396",9.60%,"12,124",6.00%,"5,836",2.90%
2017,Indio,"89,784","4,270",4.80%,"4,092",4.60%,"3,840",4.30%,"3,568",4.00%,"5,554",6.20%,"14,639",16.30%,"10,345",11.50%,"12,770",14.20%,"6,686",7.40%,"7,188",8.00%,"10,792",12.00%,"5,271",5.90%,769,0.90%
2017,Inglewood,"110,611","8,584",7.80%,"7,434",6.70%,"7,255",6.60%,"6,424",5.80%,"6,415",5.80%,"17,576",15.90%,"15,328",13.90%,"14,463",13.10%,"5,905",5.30%,"6,017",5.40%,"7,848",7.10%,"5,850",5.30%,"1,512",1.40%
2017,Irvine,"277,436","15,478",5.60%,"17,097",6.20%,"19,711",7.10%,"22,641",8.20%,"23,902",8.60%,"43,450",15.70%,"43,063",15.50%,"38,467",13.90%,"16,189",5.80%,"11,871",4.30%,"15,468",5.60%,"7,173",2.60%,"2,926",1.10%
2017,Jurupa Valley,"106,032","7,880",7.40%,"9,244",8.70%,"9,078",8.60%,"8,291",7.80%,"8,267",7.80%,"17,515",16.50%,"12,637",11.90%,"14,871",14.00%,"4,258",4.00%,"3,833",3.60%,"6,419",6.10%,"2,860",2.70%,879,0.80%
2017,Laguna Niguel,"66,346","2,729",4.10%,"3,618",5.50%,"4,709",7.10%,"3,725",5.60%,"2,119",3.20%,"5,869",8.80%,"7,291",11.00%,"9,775",14.70%,"5,523",8.30%,"6,844",10.30%,"9,862",14.90%,"2,931",4.40%,"1,351",2.00%
2017,Lake Elsinore,"66,412","5,574",8.40%,"7,266",10.90%,"5,945",9.00%,"5,608",8.40%,"4,373",6.60%,"11,506",17.30%,"9,296",14.00%,"6,577",9.90%,"3,543",5.30%,"2,758",4.20%,"2,344",3.50%,"1,161",1.70%,461,0.70%
2017,Lake Forest,"84,308","4,126",4.90%,"4,645",5.50%,"4,790",5.70%,"4,037",4.80%,"5,492",6.50%,"14,569",17.30%,"10,280",12.20%,"14,037",16.60%,"5,519",6.50%,"5,549",6.60%,"6,497",7.70%,"3,466",4.10%,"1,301",1.50%
2017,Lakewood,"80,971","4,482",5.50%,"4,513",5.60%,"5,632",7.00%,"5,120",6.30%,"4,852",6.00%,"12,496",15.40%,"10,582",13.10%,"11,333",14.00%,"5,873",7.30%,"4,106",5.10%,"7,076",8.70%,"3,319",4.10%,"1,587",2.00%
2017,Lancaster,"160,323","12,866",8.00%,"12,795",8.00%,"11,047",6.90%,"13,037",8.10%,"10,624",6.60%,"21,182",13.20%,"23,394",14.60%,"20,432",12.70%,"11,201",7.00%,"8,992",5.60%,"9,173",5.70%,"4,311",2.70%,"1,269",0.80%
2017,Livermore,"90,290","5,594",6.20%,"5,896",6.50%,"5,915",6.60%,"4,730",5.20%,"4,575",5.10%,"12,635",14.00%,"12,756",14.10%,"13,740",15.20%,"7,504",8.30%,"4,588",5.10%,"5,984",6.60%,"4,288",4.70%,"2,085",2.30%
2017,Lodi,"65,891","6,263",9.50%,"4,364",6.60%,"5,739",8.70%,"4,887",7.40%,"3,849",5.80%,"9,562",14.50%,"9,150",13.90%,"6,570",10.00%,"3,073",4.70%,"3,811",5.80%,"4,897",7.40%,"2,635",4.00%,"1,091",1.70%
2017,Long Beach,"469,459","31,041",6.60%,"26,710",5.70%,"30,082",6.40%,"28,598",6.10%,"36,199",7.70%,"80,181",17.10%,"63,742",13.60%,"61,989",13.20%,"27,129",5.80%,"29,249",6.20%,"33,817",7.20%,"13,375",2.80%,"7,347",1.60%
2017,Los Angeles,"3,999,742","229,431",5.70%,"227,111",5.70%,"228,570",5.70%,"242,989",6.10%,"304,571",7.60%,"714,226",17.90%,"573,786",14.30%,"529,535",13.20%,"241,977",6.00%,"212,441",5.30%,"282,747",7.10%,"138,503",3.50%,"73,855",1.80%
2017,Lynwood,"71,115","5,197",7.30%,"5,418",7.60%,"6,529",9.20%,"5,646",7.90%,"7,034",9.90%,"12,461",17.50%,"9,474",13.30%,"7,573",10.60%,"4,245",6.00%,"2,655",3.70%,"3,131",4.40%,"1,109",1.60%,643,0.90%
2017,Madera,"65,506","6,675",10.20%,"6,515",9.90%,"6,193",9.50%,"4,830",7.40%,"5,588",8.50%,"9,356",14.30%,"9,586",14.60%,"6,663",10.20%,"2,522",3.90%,"1,769",2.70%,"4,011",6.10%,"1,173",1.80%,625,1.00%
2017,Manteca,"79,275","5,929",7.50%,"5,959",7.50%,"5,286",6.70%,"5,065",6.40%,"5,285",6.70%,"10,542",13.30%,"10,142",12.80%,"11,255",14.20%,"4,904",6.20%,"3,938",5.00%,"6,669",8.40%,"2,813",3.50%,"1,488",1.90%
2017,Menifee,"90,599","5,822",6.40%,"5,637",6.20%,"4,632",5.10%,"6,078",6.70%,"6,286",6.90%,"12,680",14.00%,"10,154",11.20%,"10,490",11.60%,"6,127",6.80%,"6,485",7.20%,"7,392",8.20%,"6,718",7.40%,"2,098",2.30%
2017,Merced,"83,100","6,185",7.40%,"7,797",9.40%,"6,796",8.20%,"6,077",7.30%,"8,026",9.70%,"12,604",15.20%,"10,206",12.30%,"9,039",10.90%,"3,436",4.10%,"4,589",5.50%,"4,761",5.70%,"2,512",3.00%,"1,072",1.30%
2017,Milpitas,"78,108","5,539",7.10%,"5,789",7.40%,"5,578",7.10%,"4,510",5.80%,"3,786",4.80%,"13,960",17.90%,"12,852",16.50%,"10,273",13.20%,"4,807",6.20%,"2,991",3.80%,"4,545",5.80%,"2,724",3.50%,754,1.00%
2017,Mission Viejo,"96,009","4,880",5.10%,"5,597",5.80%,"5,575",5.80%,"5,492",5.70%,"4,839",5.00%,"10,224",10.60%,"11,742",12.20%,"14,482",15.10%,"9,291",9.70%,"7,718",8.00%,"9,127",9.50%,"4,885",5.10%,"2,157",2.20%
2017,Modesto,"214,220","13,196",6.20%,"15,702",7.30%,"14,268",6.70%,"14,378",6.70%,"14,577",6.80%,"32,340",15.10%,"25,352",11.80%,"25,901",12.10%,"14,473",6.80%,"11,533",5.40%,"19,680",9.20%,"9,235",4.30%,"3,585",1.70%
2017,Moreno Valley,"207,211","14,788",7.10%,"17,802",8.60%,"16,745",8.10%,"16,469",7.90%,"17,871",8.60%,"34,487",16.60%,"28,377",13.70%,"24,226",11.70%,"9,626",4.60%,"9,107",4.40%,"11,101",5.40%,"5,360",2.60%,"1,252",0.60%
2017,Mountain View,"81,443","5,048",6.20%,"4,812",5.90%,"3,199",3.90%,"3,511",4.30%,"5,314",6.50%,"19,873",24.40%,"13,312",16.30%,"8,883",10.90%,"3,851",4.70%,"4,297",5.30%,"4,328",5.30%,"2,976",3.70%,"2,039",2.50%
2017,Murrieta,"113,316","8,979",7.90%,"9,833",8.70%,"9,478",8.40%,"8,828",7.80%,"6,809",6.00%,"12,873",11.40%,"13,942",12.30%,"14,275",12.60%,"8,409",7.40%,"4,682",4.10%,"7,806",6.90%,"4,342",3.80%,"3,060",2.70%
2017,Napa,"79,782","4,493",5.60%,"4,746",5.90%,"5,644",7.10%,"4,700",5.90%,"5,267",6.60%,"11,322",14.20%,"9,995",12.50%,"11,274",14.10%,"4,386",5.50%,"4,900",6.10%,"7,312",9.20%,"4,149",5.20%,"1,594",2.00%
2017,Newport Beach,"86,151","3,587",4.20%,"3,563",4.10%,"5,347",6.20%,"3,881",4.50%,"3,352",3.90%,"9,303",10.80%,"9,413",10.90%,"13,272",15.40%,"8,098",9.40%,"6,196",7.20%,"10,998",12.80%,"6,385",7.40%,"2,756",3.20%
2017,Norwalk,"106,086","7,176",6.80%,"5,006",4.70%,"7,225",6.80%,"7,801",7.40%,"7,911",7.50%,"15,048",14.20%,"15,627",14.70%,"14,339",13.50%,"5,633",5.30%,"6,115",5.80%,"8,043",7.60%,"4,540",4.30%,"1,622",1.50%
2017,Oakland,"425,204","26,653",6.30%,"21,209",5.00%,"23,580",5.50%,"19,886",4.70%,"24,489",5.80%,"81,169",19.10%,"67,698",15.90%,"53,516",12.60%,"27,453",6.50%,"23,450",5.50%,"35,826",8.40%,"14,325",3.40%,"5,950",1.40%
2017,Oceanside,"176,208","9,671",5.50%,"10,164",5.80%,"10,785",6.10%,"10,720",6.10%,"11,849",6.70%,"26,690",15.10%,"20,118",11.40%,"20,865",11.80%,"12,922",7.30%,"11,764",6.70%,"17,634",10.00%,"8,639",4.90%,"4,387",2.50%
2017,Ontario,"175,850","12,197",6.90%,"10,342",5.90%,"14,229",8.10%,"11,869",6.70%,"15,207",8.60%,"29,403",16.70%,"23,845",13.60%,"20,759",11.80%,"8,763",5.00%,"10,652",6.10%,"12,566",7.10%,"4,066",2.30%,"1,952",1.10%
2017,Orange,"140,557","6,884",4.90%,"7,945",5.70%,"7,351",5.20%,"9,386",6.70%,"13,938",9.90%,"24,426",17.40%,"18,894",13.40%,"17,973",12.80%,"10,359",7.40%,"6,371",4.50%,"9,259",6.60%,"5,461",3.90%,"2,310",1.60%
2017,Oxnard,"210,038","15,259",7.30%,"16,892",8.00%,"15,916",7.60%,"14,336",6.80%,"16,613",7.90%,"32,650",15.50%,"29,417",14.00%,"24,605",11.70%,"12,713",6.10%,"10,783",5.10%,"12,314",5.90%,"6,108",2.90%,"2,432",1.20%
2017,Palmdale,"157,507","13,696",8.70%,"12,849",8.20%,"11,644",7.40%,"13,116",8.30%,"12,223",7.80%,"21,895",13.90%,"17,856",11.30%,"22,806",14.50%,"10,499",6.70%,"6,495",4.10%,"8,774",5.60%,"4,087",2.60%,"1,567",1.00%
2017,Palo Alto,"67,170","2,894",4.30%,"4,781",7.10%,"5,352",8.00%,"4,325",6.40%,"3,450",5.10%,"8,635",12.90%,"8,811",13.10%,"9,044",13.50%,"4,314",6.40%,"3,236",4.80%,"5,564",8.30%,"3,846",5.70%,"2,918",4.30%
2017,Pasadena,"142,632","10,460",7.30%,"6,200",4.30%,"5,237",3.70%,"7,614",5.30%,"9,206",6.50%,"27,416",19.20%,"20,468",14.40%,"21,853",15.30%,"6,818",4.80%,"7,323",5.10%,"11,747",8.20%,"5,098",3.60%,"3,192",2.20%
2017,Perris,"77,895","8,180",10.50%,"6,498",8.30%,"7,489",9.60%,"6,873",8.80%,"7,070",9.10%,"13,245",17.00%,"10,083",12.90%,"8,769",11.30%,"2,957",3.80%,"1,925",2.50%,"3,066",3.90%,"1,511",1.90%,229,0.30%
2017,Pittsburg,"72,157","4,324",6.00%,"4,674",6.50%,"4,329",6.00%,"5,075",7.00%,"4,885",6.80%,"11,515",16.00%,"10,983",15.20%,"7,769",10.80%,"5,113",7.10%,"3,609",5.00%,"6,650",9.20%,"2,463",3.40%,768,1.10%
2017,Pleasanton,"83,007","2,910",3.50%,"4,541",5.50%,"6,417",7.70%,"5,673",6.80%,"3,852",4.60%,"8,395",10.10%,"12,046",14.50%,"14,952",18.00%,"6,284",7.60%,"6,390",7.70%,"5,629",6.80%,"4,024",4.80%,"1,894",2.30%
2017,Pomona,"152,946","11,691",7.60%,"9,965",6.50%,"9,974",6.50%,"11,853",7.70%,"13,403",8.80%,"21,724",14.20%,"21,868",14.30%,"20,810",13.60%,"6,671",4.40%,"8,044",5.30%,"9,949",6.50%,"4,726",3.10%,"2,268",1.50%
2017,Rancho Cordova,"73,554","5,054",6.90%,"5,349",7.30%,"4,355",5.90%,"3,817",5.20%,"4,111",5.60%,"13,129",17.80%,"11,842",16.10%,"7,942",10.80%,"4,748",6.50%,"4,305",5.90%,"4,922",6.70%,"2,621",3.60%,"1,359",1.80%
2017,Rancho Cucamonga,"177,446","15,098",8.50%,"10,184",5.70%,"12,590",7.10%,"11,304",6.40%,"13,682",7.70%,"26,910",15.20%,"22,124",12.50%,"24,192",13.60%,"11,462",6.50%,"10,736",6.10%,"12,603",7.10%,"4,624",2.60%,"1,937",1.10%
2017,Redding,"91,788","5,021",5.50%,"5,495",6.00%,"6,269",6.80%,"5,898",6.40%,"5,269",5.70%,"14,107",15.40%,"10,010",10.90%,"10,813",11.80%,"5,776",6.30%,"6,953",7.60%,"9,381",10.20%,"4,620",5.00%,"2,176",2.40%
2017,Redlands,"71,562","3,645",5.10%,"4,431",6.20%,"3,252",4.50%,"4,349",6.10%,"5,146",7.20%,"11,287",15.80%,"8,061",11.30%,"8,399",11.70%,"5,365",7.50%,"5,517",7.70%,"6,291",8.80%,"4,004",5.60%,"1,815",2.50%
2017,Redondo Beach,"67,908","3,473",5.10%,"4,012",5.90%,"3,432",5.10%,"3,203",4.70%,"2,825",4.20%,"11,890",17.50%,"8,675",12.80%,"11,852",17.50%,"5,539",8.20%,"4,466",6.60%,"4,720",7.00%,"2,731",4.00%,"1,090",1.60%
2017,Redwood City,"86,683","5,420",6.30%,"5,391",6.20%,"3,262",3.80%,"3,379",3.90%,"4,390",5.10%,"16,934",19.50%,"13,726",15.80%,"13,242",15.30%,"5,779",6.70%,"4,666",5.40%,"7,196",8.30%,"1,837",2.10%,"1,461",1.70%
2017,Rialto,"103,555","7,246",7.00%,"8,386",8.10%,"7,691",7.40%,"7,468",7.20%,"9,783",9.40%,"16,785",16.20%,"13,898",13.40%,"12,397",12.00%,"6,734",6.50%,"4,566",4.40%,"5,232",5.10%,"2,512",2.40%,857,0.80%
2017,Richmond,"110,037","6,498",5.90%,"6,841",6.20%,"7,146",6.50%,"6,351",5.80%,"9,637",8.80%,"18,238",16.60%,"15,177",13.80%,"15,346",13.90%,"5,882",5.30%,"5,486",5.00%,"7,624",6.90%,"4,459",4.10%,"1,352",1.20%
2017,Riverside,"327,722","20,819",6.40%,"18,813",5.70%,"23,247",7.10%,"31,059",9.50%,"30,078",9.20%,"57,368",17.50%,"39,832",12.20%,"42,003",12.80%,"17,965",5.50%,"14,621",4.50%,"18,626",5.70%,"9,710",3.00%,"3,581",1.10%
2017,Roseville,"135,325","7,286",5.40%,"8,670",6.40%,"9,318",6.90%,"9,058",6.70%,"7,053",5.20%,"16,512",12.20%,"18,512",13.70%,"19,674",14.50%,"8,820",6.50%,"7,860",5.80%,"12,226",9.00%,"7,098",5.20%,"3,238",2.40%
2017,Sacramento,"501,890","35,320",7.00%,"34,746",6.90%,"29,896",6.00%,"26,998",5.40%,"32,353",6.40%,"90,201",18.00%,"67,633",13.50%,"57,859",11.50%,"32,107",6.40%,"30,847",6.10%,"37,226",7.40%,"18,669",3.70%,"8,035",1.60%
2017,Salinas,"157,594","12,623",8.00%,"13,698",8.70%,"14,831",9.40%,"11,799",7.50%,"10,060",6.40%,"25,563",16.20%,"23,179",14.70%,"16,660",10.60%,"7,255",4.60%,"7,653",4.90%,"8,202",5.20%,"3,777",2.40%,"2,294",1.50%
2017,San Bernardino,"216,983","15,477",7.10%,"18,285",8.40%,"15,609",7.20%,"17,092",7.90%,"17,744",8.20%,"32,575",15.00%,"30,769",14.20%,"22,480",10.40%,"14,584",6.70%,"10,194",4.70%,"14,021",6.50%,"5,593",2.60%,"2,560",1.20%
2017,San Buenaventura (Ventura),"110,784","6,726",6.10%,"6,958",6.30%,"6,144",5.50%,"5,383",4.90%,"6,455",5.80%,"17,797",16.10%,"14,328",12.90%,"13,523",12.20%,"7,906",7.10%,"6,658",6.00%,"11,268",10.20%,"5,236",4.70%,"2,402",2.20%
2017,San Clemente,"65,269","2,617",4.00%,"2,895",4.40%,"4,371",6.70%,"3,819",5.90%,"3,064",4.70%,"6,467",9.90%,"6,463",9.90%,"10,630",16.30%,"6,678",10.20%,"4,294",6.60%,"8,383",12.80%,"3,947",6.00%,"1,641",2.50%
2017,San Diego,"1,419,488","84,658",6.00%,"74,974",5.30%,"80,812",5.70%,"81,273",5.70%,"118,412",8.30%,"281,489",19.80%,"197,078",13.90%,"171,036",12.00%,"80,249",5.70%,"72,537",5.10%,"104,266",7.30%,"49,547",3.50%,"23,157",1.60%
2017,San Francisco,"884,363","39,846",4.50%,"28,763",3.30%,"33,359",3.80%,"30,589",3.50%,"49,281",5.60%,"207,492",23.50%,"138,769",15.70%,"118,360",13.40%,"51,475",5.80%,"50,204",5.70%,"74,961",8.50%,"38,973",4.40%,"22,291",2.50%
2017,San Jose,"1,035,353","64,430",6.20%,"61,117",5.90%,"66,372",6.40%,"59,155",5.70%,"68,350",6.60%,"167,500",16.20%,"151,417",14.60%,"141,395",13.70%,"65,598",6.30%,"57,707",5.60%,"76,274",7.40%,"40,767",3.90%,"15,271",1.50%
2017,San Leandro,"90,555","4,705",5.20%,"4,154",4.60%,"4,969",5.50%,"3,886",4.30%,"4,378",4.80%,"12,410",13.70%,"12,708",14.00%,"10,201",11.30%,"8,327",9.20%,"6,754",7.50%,"10,201",11.30%,"5,393",6.00%,"2,469",2.70%
